PPG_IR1,PPG_IR2,PPG_G1,PPG_G2,PacketCounter,PacketLoss
35275,34366,198965,200931,24770,0
35237,34307,199061,200826,24780,0
35302,34391,199003,200864,24790,0
35233,34314,198943,200908,24800,0
35293,34376,198969,200832,24810,0
35242,34347,199005,200852,24820,0
35182,34329,198933,200819,24830,0
35395,34299,198992,200871,24840,0
35120,34348,198973,200830,24850,0
35251,34326,198990,200860,24860,0
35304,34333,198967,200850,24870,0
35263,34317,199002,200872,24880,0
35276,34374,198934,200795,24890,0
35265,34317,199018,200915,24900,0
35295,34389,198932,200815,24910,0
35222,34298,199013,200886,24920,0
35250,34315,198950,200835,24930,0
35257,34328,199011,200882,24940,0
35249,34325,198952,200800,24950,0
35235,34307,199008,200902,24960,0
35273,34342,198950,200843,24970,0
35214,34296,199000,200873,24980,0
35305,34408,198953,200837,24990,0
35235,34301,198984,200868,25000,0
35291,34364,198931,200812,25010,0
35247,34317,198917,200891,25020,0
35230,34304,199006,200805,25030,0
35262,34144,199075,200855,25040,0
35253,34330,198854,200863,25050,0
35269,34281,198971,200816,25060,0
35261,34344,198982,200845,25070,0
35188,34317,198969,200801,25080,0
35376,34325,198899,200788,25090,0
35145,34371,198986,200870,25100,0
35253,34307,198958,200830,25110,0
35268,34346,198926,200810,25120,0
35288,34191,199014,200890,25130,0
35254,34339,198936,200797,25140,0
35258,34319,198964,200865,25150,0
35217,34306,199001,200834,25160,0
35254,34336,198921,200814,25170,0
35226,34306,198992,200892,25180,0
35260,34351,198930,200822,25190,0
35211,34281,198989,200873,25200,0
35277,34376,198921,200810,25210,0
35231,34327,199014,200899,25220,0
35232,34294,198960,200839,25230,0
35265,34355,198953,200819,25240,0
35224,34297,199016,200920,25250,0
35270,34339,198911,200820,25260,0
35234,34312,198889,200884,25270,0
35253,34323,199118,200833,25280,0
35246,34320,198946,200860,25290,0
35221,34308,198876,200870,25300,0
35326,34418,199000,200855,25310,0
35195,34301,199009,200888,25320,0
35257,34353,198933,200813,25330,0
35372,34344,199018,200917,25340,0
35044,34290,198965,200875,25350,0
35306,34369,198918,200794,25360,0
35205,34292,199005,200902,25370,0
35298,34361,198943,200836,25380,0
35209,34288,199003,200895,25390,0
35287,34333,198902,200596,25400,0
35235,34342,198971,200868,25410,0
35196,34308,198952,200839,25420,0
35296,34382,198942,200834,25430,0
35211,34290,198995,200908,25440,0
35220,34304,198905,200805,25450,0
35282,34358,198969,200863,25460,0
35188,34250,198987,200866,25470,0
35282,34361,198964,200836,25480,0
35209,34287,198941,200825,25490,0
35241,34322,198965,200857,25500,0
35283,34370,198933,200854,25510,0
35250,34331,198867,200783,25520,0
35301,34353,199145,200829,25530,0
35248,34342,198750,200851,25540,0
35261,34346,198555,200802,25560,-10
35167,34349,198977,200863,25570,0
35429,34348,198928,200795,25580,0
35146,34296,198996,200899,25600,-10
35169,34335,198924,200822,25610,0
33178,34335,198936,200850,25620,0
35473,34312,198953,200862,25630,0
35448,34318,198944,200835,25640,0
35504,34363,198931,200836,25650,0
35451,34303,198973,200876,25660,0
35458,34321,198910,200821,25670,0
35467,34322,198975,200880,25680,0
35449,34287,198918,200830,25690,0
35503,34367,198943,200852,25700,0
35444,34302,198841,200762,25710,0
35502,34390,198921,200812,25720,0
35460,34321,198952,200670,25730,0
35495,34323,198910,200811,25740,0
35451,34300,198958,200853,25750,0
35531,34387,198927,200692,25760,0
35420,34240,198948,200895,25770,0
35490,34352,199010,200820,25780,0
35467,34309,199030,200876,25790,0
35469,34352,198742,200776,25800,0
35479,34328,199074,200870,25810,0
35454,34325,198876,200761,25820,0
35411,34164,199025,200761,25830,0
35612,34323,198922,200827,25840,0
35339,34362,198895,200801,25850,0
35465,34309,198923,200820,25860,0
35456,34347,198954,200855,25870,0
35484,34331,198922,200805,25880,0
35444,34303,198952,200860,25890,0
35468,34327,198880,200768,25900,0
35477,34361,198950,200872,25910,0
35474,34356,198930,200812,25920,0
35483,34369,198922,200794,25930,0
35434,34314,198918,200838,25940,0
35484,34348,198946,200800,25950,0
35423,34279,198946,200854,25960,0
35499,34187,198933,200826,25970,0
35432,34301,198929,200846,25980,0
35497,34352,198913,200851,25990,0
35465,34322,198925,200830,26000,0
35473,34333,198955,200856,26010,0
35483,34278,198840,200806,26020,0
35451,34309,198962,200824,26030,0
35457,34314,199062,200837,26040,0
35460,34305,198683,200785,26050,0
35481,34370,199034,200854,26060,0
35451,34318,198938,200805,26070,0
35417,34327,198965,200856,26080,0
35673,34349,198885,200802,26090,0
35362,34337,198995,200897,26100,0
35488,34320,198908,200807,26110,0
34359,34308,198966,200866,26120,0
35261,34352,198873,200761,26130,0
35245,34324,198981,200861,26140,0
35265,34314,198905,200797,26150,0
35225,34322,198964,200876,26160,0
35278,34377,198916,200825,26170,0
35238,34313,198915,200819,26180,0
35213,34285,198911,200818,26190,0
35256,34341,198901,200813,26200,0
35208,34294,198903,200791,26210,0
35301,34383,198957,200846,26220,0
35190,34292,198925,200819,26230,0
35273,34370,198919,200825,26240,0
35204,34319,198954,200866,26250,0
35254,34317,198898,200789,26260,0
35200,34259,198849,200826,26270,0
35267,34231,198903,200816,26280,0
35258,34344,199117,200871,26290,0
35228,34328,198695,200835,26300,0
35285,34375,198952,200821,26310,0
35197,34311,198975,200877,26320,0
35166,34345,198880,200817,26330,0
35426,34320,198963,200891,26340,0
35143,34325,198861,200745,26350,0
35209,34348,198934,200851,26360,0
34321,34333,198860,200770,26370,0
35268,34326,198948,200881,26380,0
35232,34331,198869,200789,26390,0
35214,34316,198963,200874,26400,0
35250,34340,198885,200802,26410,0
35217,34325,198950,200861,26420,0
35264,34345,198888,200806,26430,0
35205,34299,198928,200837,26440,0
35258,34293,198923,200857,26450,0
35236,34328,198882,200774,26460,0
35217,34286,198919,200761,26470,0
35271,34370,198899,200829,26480,0
35206,34314,198880,200786,26490,0
35249,34326,198938,200873,26500,0
35283,34366,198894,200799,26510,0
35197,34279,198887,200720,26520,0
35258,34342,198887,200796,26530,0
35217,34278,199080,200813,26540,0
35269,34269,198651,200828,26550,0
35209,34299,198920,200821,26560,0
35274,34365,198893,200816,26570,0
35125,34316,198933,200838,26580,0
35486,34269,198898,200811,26590,0
35102,34273,198922,200879,26600,0
35208,34353,198888,200799,26610,0
35271,34315,198902,200732,26620,0
35241,34342,198894,200812,26630,0
35218,34288,198907,200822,26640,0
35266,34386,198900,200814,26650,0
35220,34298,198869,200796,26660,0
35238,34332,198924,200863,26670,0
35232,34327,198864,200775,26680,0
35233,34337,198937,200872,26690,0
35247,34334,198885,200740,26700,0
35261,34341,198887,200714,26710,0
35230,34301,198884,200800,26720,0
35266,34354,198932,200846,26730,0
35199,34295,198897,200835,26740,0
35288,34383,198902,200834,26750,0
35210,34309,198918,200845,26760,0
35281,34373,198847,200771,26770,0
35220,34275,198852,200826,26780,0
35274,34372,199084,200806,26790,0
35237,34334,198681,200794,26800,0
35232,34332,198934,200851,26810,0
35240,34346,198881,200783,26820,0
35163,34324,198892,200800,26830,0
35334,34296,198885,200801,26840,0
35207,34356,198919,200822,26850,0
35209,34319,198872,200769,26860,0
33877,34338,198898,200811,26870,0
35259,34305,198906,200835,26880,0
35265,34336,198891,200810,26890,0
35240,34318,198932,200807,26900,0
35236,34311,198896,200601,26910,0
35245,34336,198911,200848,26920,0
35234,34316,198905,200834,26930,0
35278,34329,198903,200821,26940,0
35194,34266,198905,200790,26950,0
35256,34349,198886,200790,26960,0
35228,34204,198947,200852,26970,0
35298,34248,198916,200856,26980,0
35223,34280,198874,200784,26990,0
35227,34238,198925,200824,27000,0
35282,34352,198874,200787,27010,0
35210,34290,198850,200828,27020,0
35248,34338,198929,200807,27030,0
35292,34282,199052,200804,27040,0
35245,34314,198677,200791,27050,0
35217,34306,198898,200798,27060,0
35271,34349,198904,200825,27070,0
35115,34297,198877,200780,27080,0
35321,34284,198936,200842,27090,0
35280,34369,198866,200791,27100,0
35066,34293,198886,200720,27110,0
35307,34317,198915,200816,27120,0
35278,34325,198849,200777,27130,0
35218,34301,198891,200807,27140,0
35288,34389,198868,200780,27150,0
35200,34298,198943,200857,27160,0
35246,34304,198852,200781,27170,0
35259,34350,198923,200833,27180,0
35239,34311,198846,200761,27190,0
35218,34314,198895,200820,27200,0
35257,34349,198871,200772,27210,0
35212,34303,198902,200818,27220,0
35262,34353,198895,200816,27230,0
35225,34325,198848,200773,27240,0
35202,34292,198900,200826,27250,0
35274,34361,198872,200813,27260,0
35205,34291,198905,200694,27270,0
35222,34287,198886,200810,27280,0
35258,34348,198989,200787,27290,0
35258,34350,198715,200849,27300,0
35245,34311,197577,200752,27310,0
35186,34272,198918,200828,27320,0
35178,34332,198840,200719,27330,0
35444,34368,198891,200815,27340,0
35108,34305,198907,200824,27350,0
35232,34292,198862,200782,27360,0
35309,34343,198839,200757,27370,0
35282,34364,198896,200820,27380,0
35197,34275,198924,200860,27390,0
35237,34315,198847,200760,27400,0
35210,34246,198880,200808,27410,0
35256,34358,198875,200808,27420,0
35229,34290,198862,200802,27430,0
35284,34369,198872,200788,27440,0
35215,34302,198863,200776,27450,0
35251,34330,198915,200852,27460,0
35235,34324,198850,200762,27470,0
35250,34324,198893,200794,27480,0
35213,34292,198874,200791,27490,0
35262,34354,198848,200798,27500,0
35230,34333,198914,200864,27510,0
35211,34304,198816,200839,27520,0
35251,34318,199033,200723,27530,0
35248,34329,198730,200787,27540,0
35250,34340,198867,200785,27550,0
35206,34299,198969,200858,27560,0
35134,34325,198857,200754,27570,0
35410,34406,198859,200793,27580,0
35289,34324,198888,200799,27590,0
35090,34322,198904,200832,27600,0
35217,34304,198876,200797,27610,0
35274,34334,198831,200772,27620,0
35244,34333,198879,200819,27630,0
35226,34299,198879,200813,27640,0
35224,34312,198807,200738,27650,0
35248,34337,198879,200833,27660,0
35209,34296,198888,200822,27670,0
35222,34321,198847,200753,27680,0
35242,34312,198829,200780,27690,0
35260,34346,198886,200839,27700,0
35202,34275,198864,200787,27710,0
35236,34324,198876,200801,27720,0
35256,34371,198820,200738,27730,0
35208,34313,198875,200812,27740,0
35260,34338,198840,200797,27750,0
35216,34292,198819,200776,27760,0
35201,34291,198868,200805,27770,0
35242,34304,199033,200841,27780,0
35257,34331,198696,200745,27790,0
35193,34275,198939,200816,27800,0
35271,34371,198848,200800,27810,0
35089,34271,198890,200804,27820,0
35367,34299,198864,200799,27830,0
35223,34329,198832,200766,27840,0
35102,34310,198854,200784,27850,0
35286,34375,198852,200792,27860,0
35243,34344,198814,200757,27870,0
35215,34322,198878,200831,27880,0
35263,34354,198857,200815,27890,0
35224,34296,198840,200781,27900,0
35243,34330,198852,200814,27910,0
35250,34351,198844,200805,27920,0
35208,34302,198852,200805,27930,0
35229,34336,198870,200819,27940,0
35270,34359,198827,200764,27950,0
35196,34278,198831,200766,27960,0
35287,34392,198851,200794,27970,0
35218,34335,198839,200775,27980,0
35241,34327,198890,200832,27990,0
35240,34322,198833,200767,28000,0
35218,34318,198835,200765,28010,0
35236,34317,198752,200775,28020,0
35220,34314,199080,200836,28030,0
35276,34360,198694,200765,28040,0
35195,34293,198808,200806,28050,0
35252,34338,198833,200761,28060,0
35164,34307,198899,200851,28070,0
35257,34333,198816,200756,28080,0
35365,34348,198869,200816,28090,0
35152,34331,198830,200774,28100,0
35238,34290,198897,200816,28110,0
35223,34310,198833,200763,28120,0
35250,34344,198829,200755,28130,0
35184,34277,198843,200802,28140,0
35223,34301,198863,200825,28150,0
35240,34365,198810,200755,28160,0
35246,34344,198870,200676,28170,0
35266,34360,198811,200760,28180,0
35258,34346,198835,200778,28190,0
35234,34328,198880,200716,28200,0
35265,34362,198815,200757,28210,0
35197,34258,198868,200822,28220,0
35213,34310,198861,200791,28230,0
35229,34319,198806,200760,28240,0
35251,34328,198814,200755,28250,0
35222,34271,198810,200777,28260,0
35230,34324,198863,200776,28270,0
35262,34338,198967,200777,28280,0
35264,34355,198714,200797,28290,0
35246,34326,198873,200805,28300,0
35203,34178,198829,200758,28310,0
35226,34375,198798,200773,28320,0
35352,34277,198906,200780,28330,0
35108,34359,198768,200713,28340,0
35240,34307,198885,200836,28350,0
35264,34368,198807,200752,28360,0
35232,34303,198815,200766,28370,0
35237,34324,198861,200802,28380,0
35265,34365,198810,200761,28390,0
35246,34345,198842,200787,28400,0
35202,34286,198821,200770,28410,0
35230,34301,198864,200820,28420,0
35269,34343,198799,200758,28430,0
35195,34287,198848,200789,28440,0
35251,34344,198838,200790,28450,0
35253,34328,198820,200745,28460,0
35204,34302,198862,200822,28470,0
35282,34380,198853,200800,28480,0
35213,34302,198794,200743,28490,0
35222,34311,198843,200794,28500,0
35241,34321,198766,200651,28510,0
35215,34319,198823,200707,28520,0
35254,34344,198959,200804,28530,0
35228,34327,198616,200625,28540,0
35216,34318,197414,200787,28550,0
35248,34340,198721,200741,28560,0
35112,34290,198849,200783,28570,0
35420,34384,198821,200781,28580,0
35204,34315,198803,200738,28590,0
35161,34259,198869,200825,28600,0
35314,34355,198809,200735,28610,0
35203,34326,198811,200594,28620,0
35218,34309,198846,200802,28630,0
35287,34385,198799,200766,28640,0
35203,34275,198830,200777,28650,0
35226,34305,198863,200801,28660,0
35236,34326,198780,200731,28670,0
35248,34115,198856,200794,28680,0
35247,34321,198805,200757,28690,0
35235,34311,198804,200737,28700,0
35202,34303,198849,200805,28710,0
35275,34357,198796,200725,28720,0
35207,34297,198776,200622,28730,0
35198,34307,198858,200832,28740,0
35212,34294,198769,200714,28750,0
35210,34306,198832,200786,28760,0
35231,34321,198699,200748,28770,0
35251,34349,198938,200735,28780,0
35192,34277,198821,200804,28790,0
35256,34364,198748,200774,28800,0
35206,34289,198826,200771,28820,-10
35114,34294,198801,200737,28830,0
35423,34349,198863,200747,28840,0
35094,34276,198820,200772,28860,-10
35236,34339,198816,200767,28870,0
35214,34309,198756,200677,28880,0
35216,34289,198834,200800,28890,0
35216,34324,198772,200606,28900,0
35215,34310,198794,200756,28910,0
35248,34332,198782,200715,28920,0
35207,34291,198806,200757,28930,0
35269,34362,198813,200747,28940,0
35183,34276,198832,200780,28950,0
35246,34338,198778,200716,28960,0
35206,34313,198827,200757,28970,0
35259,34349,198803,200752,28980,0
35207,34309,198827,200749,28990,0
35250,34323,198766,200712,29000,0
35228,34307,198822,200764,29010,0
35207,34292,198839,200812,29020,0
35264,34340,198720,200731,29030,0
35219,34299,198873,200801,29040,0
35227,34315,198852,200730,29050,0
35244,34171,198683,200815,29060,0
35206,34312,198850,200737,29070,0
35229,34348,198800,200746,29080,0
35164,34310,198828,200774,29090,0
35375,34243,198845,200802,29100,0
35076,34313,198760,200661,29110,0
35308,34390,198792,200748,29120,0
35198,34301,198803,200749,29130,0
35303,34388,198804,200599,29140,0
35184,34260,198791,200720,29150,0
35250,34341,198773,200717,29160,0
35197,34289,198809,200737,29170,0
35248,34327,198797,200742,29180,0
35210,34300,198839,200769,29190,0
35235,34332,198782,200757,29200,0
35207,34273,198809,200763,29210,0
35252,34346,198765,200720,29220,0
35217,34276,198807,200782,29230,0
35243,34354,198774,200715,29240,0
35197,34285,198825,200785,29250,0
35253,34330,198772,200731,29260,0
35212,34318,198821,200768,29270,0
35231,34328,198682,200730,29280,0
35236,34325,198909,200763,29290,0
35210,34307,198841,200733,29300,0
35228,34316,198696,200807,29310,0
35214,34300,198811,200696,29320,0
35224,34325,198825,200772,29330,0
35157,34327,198785,200726,29340,0
35445,34341,198797,200772,29350,0
35044,34285,198767,200710,29360,0
35269,34358,198810,200769,29370,0
35227,34302,198797,200755,29380,0
35259,34354,198797,200779,29390,0
35207,34275,198754,200722,29400,0
35213,34279,198813,200775,29410,0
35234,34315,198761,200695,29420,0
35183,34300,198803,200744,29430,0
35253,34338,198756,200733,29440,0
35202,34288,198823,200681,29450,0
35241,34352,198757,200721,29460,0
35200,34295,198802,200810,29470,0
35229,34323,198757,200741,29480,0
35204,34295,198802,200762,29490,0
35257,34350,198771,200759,29500,0
35195,34275,198834,200807,29510,0
35241,34331,198755,200723,29520,0
35201,34312,198767,200777,29530,0
35239,34311,198764,200687,29540,0
35229,34334,198912,200771,29550,0
35231,34326,198563,200655,29560,0
35229,34313,198860,200740,29570,0
35183,34269,198806,200733,29580,0
35140,34325,198772,200733,29590,0
35439,34271,198802,200774,29600,0
35153,34342,198782,200764,29610,0
33253,34278,198813,200780,29620,0
35357,34372,198770,200737,29630,0
35195,34273,198770,200735,29640,0
35239,34316,198794,200762,29650,0
35223,34305,198738,200714,29660,0
35257,34354,198833,200826,29670,0
35197,34284,198769,200726,29680,0
35247,34340,198788,200766,29690,0
35211,34306,198773,200724,29700,0
35216,34299,198810,200796,29710,0
35220,34266,198737,200713,29720,0
35259,34353,198790,200775,29730,0
35239,34216,198739,200705,29740,0
35195,34292,198800,200764,29750,0
35262,34340,198753,200707,29760,0
35189,34276,198798,200760,29770,0
35264,34342,198713,200688,29780,0
35206,34286,198825,200699,29790,0
35252,34345,198851,200706,29800,0
35206,34182,198599,200768,29810,0
35200,34288,198823,200762,29820,0
35211,34330,198811,200772,29830,0
35157,34299,198748,200709,29840,0
35402,34354,198755,200754,29850,0
35034,34293,198794,200742,29860,0
35215,34273,198759,200736,29870,0
35251,34329,198777,200738,29880,0
35200,34287,198787,200749,29890,0
35246,34324,198739,200704,29900,0
35227,34321,198787,200765,29910,0
35210,34301,198766,200719,29920,0
35236,34294,198714,200686,29930,0
35251,34319,198788,200742,29940,0
35172,34255,198791,200764,29950,0
35260,34363,198742,200692,29960,0
35201,34318,198796,200776,29970,0
35191,34292,198760,200734,29980,0
35249,34344,198759,200683,29990,0
35210,34227,198809,200790,30000,0
35209,34303,198736,200712,30010,0
35252,34312,198763,200740,30020,0
35169,34279,198671,200737,30030,0
35248,34352,198936,200707,30040,0
35196,34278,198656,200749,30050,0
35201,34288,198716,200701,30060,0
35240,34315,198765,200732,30070,0
35146,34317,198747,200725,30080,0
35299,34310,198779,200776,30090,0
35294,34312,198743,200723,30100,0
35002,34300,198727,200707,30110,0
35226,34301,198776,200717,30120,0
35246,34329,198727,200696,30130,0
35224,34316,198735,200711,30140,0
35219,34295,198788,200742,30150,0
35223,34316,198725,200683,30160,0
35205,34278,198794,200765,30170,0
35221,34295,198707,200683,30180,0
35196,34282,198741,200693,30190,0
35224,34329,198749,200726,30200,0
35168,34271,198729,200702,30210,0
35227,34318,198760,200717,30220,0
35211,34311,198725,200714,30230,0
35195,34289,198764,200696,30240,0
35201,34290,198753,200732,30250,0
35234,34309,198723,200683,30260,0
35202,34276,198770,200746,30270,0
35231,34311,198689,200785,30280,0
35217,34308,198981,200702,30290,0
35214,34317,198595,200718,30300,0
35216,34305,198011,200685,30310,0
35201,34290,198862,200766,30320,0
35207,34338,198734,200700,30330,0
35211,34279,198750,200730,30340,0
35365,34309,198759,200737,30350,0
35042,34327,198734,200724,30360,0
35224,34290,198784,200567,30370,0
35280,34340,198705,200695,30380,0
35176,34259,198751,200735,30390,0
35257,34363,198781,200517,30400,0
35199,34307,198733,200719,30410,0
35211,34254,198778,200759,30420,0
35234,34333,198735,200706,30430,0
35192,34305,198752,200724,30440,0
35242,34338,198757,200749,30450,0
35214,34316,198720,200702,30460,0
35176,34265,198770,200735,30470,0
35240,34331,198717,200698,30480,0
35224,34349,198779,200771,30490,0
35180,34256,198717,200706,30500,0
35201,34293,198770,200702,30510,0
35234,34311,198730,200745,30520,0
35174,34286,198677,200707,30530,0
35233,34319,198943,200746,30540,0
35239,34325,198570,200649,30550,0
35181,34289,198731,200758,30560,0
35231,34324,198746,200726,30570,0
35113,34293,198788,200764,30580,0
35342,34348,198686,200669,30590,0
35306,34311,198759,200752,30600,0
33870,34318,198762,200781,30610,0
35273,34336,198697,200678,30620,0
35211,34309,198793,200777,30630,0
35238,34327,198738,200679,30640,0
35244,34341,198726,200720,30650,0
35191,34294,198758,200758,30660,0
35253,34263,198671,200681,30670,0
35236,34326,198769,200767,30680,0
35206,34287,198707,200689,30690,0
35223,34338,198755,200711,30700,0
35209,34294,198707,200531,30710,0
35255,34351,198742,200736,30720,0
35202,34300,198732,200728,30730,0
35232,34332,198717,200709,30740,0
35201,34289,198757,200744,30750,0
35232,34337,198712,200707,30760,0
35216,34313,198744,200737,30770,0
35217,34326,198643,200660,30780,0
35235,34278,198910,200741,30790,0
35179,34264,198616,200744,30800,0
35245,34361,198718,200672,30810,0
35203,34306,198745,200716,30820,0
35146,34319,198723,200713,30830,0
35313,34053,198757,200758,30840,0
35124,34328,198656,200658,30850,0
35192,34320,198754,200759,30860,0
35252,34254,198722,200728,30870,0
35280,34370,198710,200707,30880,0
35203,34295,198721,200729,30890,0
35219,34315,198743,200721,30900,0
35238,34338,198698,200679,30910,0
35222,34306,198760,200741,30920,0
35226,34274,198702,200674,30930,0
35197,34296,198747,200731,30940,0
35237,34334,198737,200734,30950,0
35191,34265,198708,200710,30960,0
35243,34313,198754,200359,30970,0
35222,34311,198711,200717,30980,0
35212,34293,198706,200690,30990,0
35191,34282,198664,200619,31000,0
35211,34304,198780,200765,31010,0
35173,34269,198658,200692,31020,0
35228,34297,198744,200690,31030,0
35195,34299,198789,200695,31040,0
35234,34339,198564,200702,31050,0
35144,34245,198750,200676,31060,0
35266,34371,198708,200691,31070,0
35081,34254,198729,200733,31080,0
35370,34328,198674,200633,31090,0
35049,34304,198731,200715,31100,0
35249,34341,198694,200644,31110,0
35231,34290,198775,200746,31120,0
35215,34303,198720,200632,31130,0
35216,34312,198710,200688,31140,0
35221,34321,198675,200645,31150,0
35204,34318,198757,200736,31160,0
35193,34281,198720,200732,31170,0
35208,34293,198741,200679,31180,0
35211,34299,198686,200522,31190,0
35200,34304,198723,200728,31200,0
35204,34306,198711,200717,31210,0
35204,34066,198704,200582,31220,0
35221,34320,198694,200667,31230,0
35189,34257,198709,200702,31240,0
35240,34348,198710,200639,31250,0
35188,34284,198709,200717,31260,0
35236,34327,198605,200686,31270,0
35183,34203,198861,200751,31280,0
35185,34259,198763,200665,31290,0
35234,34317,198555,200696,31300,0
35184,34269,198707,200671,31310,0
35203,34299,198730,200724,31320,0
35106,34265,198700,200699,31330,0
35385,34330,198685,200677,31340,0
35047,34251,198746,200735,31350,0
35288,34332,198691,200709,31360,0
35170,34265,198743,200718,31370,0
35278,34332,198667,200676,31380,0
35202,34286,198752,200731,31390,0
35195,34298,198677,200678,31400,0
35258,34330,198690,200679,31410,0
35169,34269,198699,200711,31420,0
35235,34326,198665,200652,31430,0
35178,34279,198749,200730,31440,0
35244,34328,198667,200669,31450,0
35242,34335,198732,200739,31460,0
35217,34325,198701,200705,31470,0
35155,34265,198726,200748,31480,0
35226,34342,198675,200684,31490,0
35216,34303,198718,200714,31500,0
35178,34267,198672,200686,31510,0
35217,34327,198650,200605,31520,0
35210,34298,198821,200656,31530,0
35230,34333,198675,200699,31540,0
35191,34285,198590,200702,31550,0
35246,34346,198675,200668,31560,0
35179,34297,198746,200715,31570,0
35158,34290,198695,200696,31580,0
35399,34339,198686,200695,31590,0
35050,34245,198704,200682,31600,0
34770,34343,198656,200668,31610,0
35200,34288,198708,200687,31620,0
35267,34310,198641,200631,31630,0
35221,34328,198732,200713,31640,0
35238,34325,198678,200694,31650,0
35187,34278,198728,200723,31660,0
35235,34322,198687,200671,31670,0
35194,34307,198714,200722,31680,0
35238,34332,198637,200621,31690,0
35236,34313,198724,200721,31700,0
35212,34301,198673,200691,31710,0
35242,34330,198691,200690,31720,0
35197,34304,198682,200690,31730,0
35250,34346,198706,200693,31740,0
35167,34265,198724,200729,31750,0
35225,34219,198658,200685,31760,0
35205,34300,198607,200728,31770,0
35223,34307,198856,200713,31780,0
35205,34288,198584,200719,31790,0
35200,34289,198686,200692,31800,0
35547,34646,198692,200702,31810,0
35577,34699,198695,200679,31820,0
35655,34742,198700,200691,31830,0
35774,34757,198688,200686,31840,0
35506,34711,198658,200658,31850,0
35715,34731,198720,200724,31860,0
35598,34686,198696,200694,31870,0
35675,34720,198660,200633,31880,0
35655,34722,198676,200679,31890,0
35646,34773,198702,200703,31900,0
35617,34725,198700,200711,31910,0
35648,34753,198647,200646,31920,0
35622,34707,198706,200720,31930,0
35613,34704,198709,200721,31940,0
35652,34756,198715,200710,31950,0
35585,34660,198657,200647,31960,0
35620,34722,198689,200686,31970,0
35636,34731,198659,200695,31980,0
35615,34712,198729,200709,31990,0
35670,34739,198646,200645,32000,0
35603,34675,198705,200685,32010,0
35668,34754,198637,200663,32020,0
35574,34685,198893,200679,32030,0
35691,34779,198449,200676,32040,0
35593,34660,198763,200699,32050,0
35641,34722,198597,200651,32070,-10
35778,34719,198693,200643,32080,0
35552,34696,198656,200666,32090,0
33400,34727,198692,200686,32100,0
35683,34716,198649,200648,32120,-10
35635,34700,198652,200650,32130,0
35581,34673,198692,200700,32140,0
35655,34735,198666,200679,32150,0
35590,34671,198678,200690,32160,0
35662,34749,198685,200670,32170,0
35577,34666,198649,200659,32180,0
35656,34750,198670,200668,32190,0
35584,34673,198687,200696,32200,0
35635,34716,198669,200647,32210,0
35600,34677,198643,200423,32220,0
35673,34777,198685,200679,32230,0
35575,34685,198679,200704,32240,0
35658,34732,198670,200677,32250,0
35586,34677,198699,200696,32260,0
35636,34713,198593,200641,32270,0
35669,34754,198710,200686,32280,0
35567,34635,198784,200703,32290,0
35657,34558,198528,200688,32300,0
35618,34693,198761,200694,32310,0
35667,34782,198662,200662,32320,0
35571,34683,198703,200689,32330,0
35770,34718,198629,200634,32340,0
35897,35129,198670,200670,32350,0
35947,35013,198685,200709,32360,0
35975,35077,198653,200669,32370,0
36010,35079,198694,200618,32380,0
36004,35072,198656,200656,32390,0
36012,35091,198657,200668,32400,0
35980,35075,198710,200698,32410,0
36006,35094,198622,200629,32420,0
35965,35023,198703,200754,32430,0
36046,35138,198652,200651,32440,0
35965,35032,198710,200758,32450,0
36048,35115,198645,200651,32460,0
35954,35041,198681,200698,32470,0
36021,35094,198643,200646,32480,0
35996,35047,198690,200708,32490,0
35980,35076,198652,200673,32500,0
36044,35113,198631,200629,32510,0
35948,35021,198583,200694,32520,0
36033,35109,198772,200669,32530,0
35955,34979,198722,200691,32540,0
36009,35100,198498,200630,32550,0
35976,35071,198750,200704,32560,0
35990,35091,198631,200646,32570,0
35864,35028,198731,200720,32580,0
36243,35126,198608,200621,32590,0
35794,35051,198653,200674,32600,0
35431,35060,198684,200538,32610,0
36034,35062,198655,200664,32620,0
35965,35043,198704,200505,32630,0
36006,35085,198667,200669,32640,0
35980,35055,198631,200658,32650,0
35980,35008,198681,200715,32660,0
36012,35102,198663,200695,32670,0
35953,35041,198648,200683,32680,0
36009,35088,198673,200680,32690,0
35969,35044,198615,200623,32700,0
35975,35067,198682,200705,32710,0
36029,35127,198632,200663,32720,0
35951,35047,198676,200684,32730,0
36011,35098,198626,200625,32740,0
35968,35060,198649,200659,32750,0
36042,35140,198633,200631,32760,0
35964,35048,198578,200667,-32766,65536
35978,35073,198670,200674,-32756,0
35996,35093,198709,200587,-32746,0
36014,35111,198451,200688,-32736,0
35988,35068,198593,200651,-32726,0
35955,35064,198727,200716,-32716,0
35910,35063,198607,200647,-32706,0
36169,35066,198674,200702,-32696,0
35911,35114,198613,200634,-32686,0
35368,35033,198656,200684,-32676,0
36066,35087,198610,200656,-32666,0
35982,35065,198662,200673,-32656,0
35989,35064,198632,200660,-32646,0
36002,35035,198618,200640,-32636,0
35944,35029,198642,200667,-32626,0
36007,35075,198685,200720,-32616,0
36014,35116,198643,200667,-32606,0
35997,35084,198668,200678,-32596,0
35980,34973,198642,200677,-32586,0
35984,35071,198665,200703,-32576,0
35958,35029,198632,200657,-32566,0
36006,35106,198641,200639,-32556,0
35954,35048,198639,200675,-32546,0
35994,35084,198595,200629,-32536,0
35995,35072,198675,200720,-32526,0
