PPG_IR1,PPG_IR2,PPG_G1,PPG_G2,PacketCounter,PacketLoss,Timestamp
21259,19914,251640,242800,3120,0,11:28:31.532058
21265,19921,251666,242806,3130,0,11:28:31.571452
21258,19915,251672,242805,3140,0,11:28:31.611787
21263,19920,251665,242804,3150,0,11:28:31.651741
21261,19913,251664,242803,3160,0,11:28:31.691244
21259,19912,251667,242801,3170,0,11:28:31.732021
21260,19915,251669,242804,3180,0,11:28:31.772154
21260,19915,251666,242797,3190,0,11:28:31.812047
21247,19913,251661,242799,3200,0,11:28:31.851913
21260,19913,251666,242805,3210,0,11:28:31.892151
21262,19912,251645,242797,3220,0,11:28:31.931999
21254,19913,251661,242809,3230,0,11:28:31.972355
21258,19913,251664,242796,3240,0,11:28:32.011607
21260,19916,251675,242796,3250,0,11:28:32.052341
21259,19917,251657,242799,3260,0,11:28:32.092241
21261,19913,251658,242790,3270,0,11:28:32.132048
21259,19913,251668,242805,3280,0,11:28:32.172011
21259,19916,251663,242793,3290,0,11:28:32.212297
21259,19912,251660,242791,3300,0,11:28:32.252116
21259,19912,251661,242792,3310,0,11:28:32.292064
21260,19916,251658,242790,3320,0,11:28:32.331982
21282,19915,251661,242795,3330,0,11:28:32.372254
21235,19918,251659,242796,3340,0,11:28:32.412374
21243,19917,251655,242790,3350,0,11:28:32.452071
21225,19910,251670,242794,3360,0,11:28:32.492033
21258,19910,251602,242795,3370,0,11:28:32.532114
21261,19917,251684,242789,3380,0,11:28:32.572422
21258,19914,251639,242793,3390,0,11:28:32.612159
21259,19913,251654,242791,3400,0,11:28:32.652088
21258,19911,251660,242798,3410,0,11:28:32.692296
21258,19915,251656,242799,3420,0,11:28:32.732329
21261,19914,251662,242796,3430,0,11:28:32.771061
21258,19911,251649,242785,3440,0,11:28:32.812434
21261,19918,251661,242793,3450,0,11:28:32.852113
21262,19918,251652,242793,3460,0,11:28:32.892090
21277,19913,251656,242793,3470,0,11:28:32.931488
21259,19913,251659,242803,3480,0,11:28:32.972048
21303,19911,251654,242792,3490,0,11:28:33.011716
21240,19905,251662,242792,3500,0,11:28:33.051932
21262,19917,251655,242797,3510,0,11:28:33.092187
21259,19913,251677,242802,3520,0,11:28:33.132197
21261,19920,251638,242791,3530,0,11:28:33.171957
21260,19918,251658,242803,3540,0,11:28:33.211735
21256,19911,251650,242792,3550,0,11:28:33.251954
21257,19911,251652,242788,3560,0,11:28:33.292032
22480,21060,251659,242799,3570,0,11:28:33.331962
23214,21746,251653,242793,3580,0,11:28:33.371854
23209,21745,251657,242798,3590,0,11:28:33.412328
23211,21741,251650,242789,3600,0,11:28:33.452067
23197,21742,251652,242795,3610,0,11:28:33.492244
23206,21745,251651,242796,3620,0,11:28:33.531918
23251,21750,251656,242802,3630,0,11:28:33.572113
23202,21742,251647,242800,3640,0,11:28:33.612232
23212,21744,251640,242789,3650,0,11:28:33.652312
23212,21746,251662,242792,3660,0,11:28:33.691384
23214,21749,251646,242793,3670,0,11:28:33.732110
23213,21745,251653,242791,3680,0,11:28:33.771899
23208,21740,251655,242792,3690,0,11:28:33.812075
23211,21743,251658,242785,3700,0,11:28:33.852142
23211,21743,251657,242799,3710,0,11:28:33.891312
23213,21743,251652,242783,3720,0,11:28:33.932524
23214,21747,251656,242797,3730,0,11:28:33.972301
23232,21751,251656,242793,3740,0,11:28:34.012338
23201,21742,251658,242795,3750,0,11:28:34.051669
23177,21740,251660,242792,3760,0,11:28:34.092162
23208,21744,251667,242796,3770,0,11:28:34.132110
23214,21744,251634,242794,3780,0,11:28:34.171343
23211,21745,251634,242781,3790,0,11:28:34.212062
23209,21742,251658,242782,3800,0,11:28:34.251934
23211,21743,251655,242784,3810,0,11:28:34.292214
23210,21744,251658,242789,3820,0,11:28:34.332056
23208,21741,251655,242784,3830,0,11:28:34.372076
23212,21744,251650,242783,3840,0,11:28:34.411979
23209,21745,251648,242785,3850,0,11:28:34.452030
23210,21743,251647,242784,3860,0,11:28:34.491924
23207,21737,251646,242775,3870,0,11:28:34.532299
23190,21746,251643,242781,3880,0,11:28:34.571768
23229,21742,251650,242787,3890,0,11:28:34.611559
23234,21751,251650,242789,3900,0,11:28:34.651883
23192,21735,251602,242783,3910,0,11:28:34.692183
23208,21741,251681,242788,3920,0,11:28:34.732339
23209,21745,251687,242784,3930,0,11:28:34.772085
23209,21745,251640,242788,3940,0,11:28:34.812008
23208,21743,251649,242778,3950,0,11:28:34.851383
23211,21743,251650,242782,3960,0,11:28:34.892199
23209,21741,251646,242783,3970,0,11:28:34.932378
23209,21741,251653,242787,3980,0,11:28:34.971486
23213,21746,251648,242783,3990,0,11:28:35.011937
23205,21738,251643,242778,4000,0,11:28:35.052218
23218,21741,251647,242782,4010,0,11:28:35.091992
23170,21741,251648,242784,4020,0,11:28:35.132432
23218,21740,251651,242785,4030,0,11:28:35.172103
23219,21750,251653,242787,4040,0,11:28:35.212463
23210,21746,251631,242783,4050,0,11:28:35.251345
23208,21744,251594,242782,4060,0,11:28:35.291985
23208,21742,251651,242790,4070,0,11:28:35.331575
24049,22531,251644,242783,4080,0,11:28:35.371996
25124,23540,251640,242787,4090,0,11:28:35.412118
25122,23537,251644,242790,4100,0,11:28:35.452251
25119,23531,251633,242778,4110,0,11:28:35.492322
25120,23534,251637,242780,4120,0,11:28:35.532009
25124,23541,251639,242782,4130,0,11:28:35.572007
25123,23539,251640,242781,4140,0,11:28:35.612135
25140,23545,251642,242777,4150,0,11:28:35.651615
25131,23538,251641,242775,4160,0,11:28:35.691920
25098,23536,251638,242782,4170,0,11:28:35.731502
25103,23536,251646,242773,4180,0,11:28:35.772214
25124,23538,251641,242779,4190,0,11:28:35.811624
25120,23535,251628,242782,4200,0,11:28:35.852116
25118,23532,251617,242770,4210,0,11:28:35.891868
25119,23536,251641,242786,4220,0,11:28:35.932035
25119,23535,251638,242787,4230,0,11:28:35.972052
25122,23542,251640,242790,4240,0,11:28:36.012059
25135,23539,251635,242777,4250,0,11:28:36.052069
25114,23536,251636,242780,4260,0,11:28:36.091967
25119,23534,251630,242773,4270,0,11:28:36.131431
25111,23535,251654,242782,4280,0,11:28:36.171622
25122,23541,251631,242774,4290,0,11:28:36.211221
25114,23537,251631,242773,4300,0,11:28:36.251114
25153,23536,251612,242770,4310,0,11:28:36.291231
25100,23536,251640,242779,4320,0,11:28:36.332122
25119,23534,251656,242776,4330,0,11:28:36.371536
25123,23538,251711,242775,4340,0,11:28:36.412196
25123,23539,251617,242772,4350,0,11:28:36.451605
25122,23535,251632,242773,4360,0,11:28:36.492222
25119,23531,251633,242773,4370,0,11:28:36.532115
25122,23538,251634,242774,4380,0,11:28:36.571601
25121,23533,251642,242786,4390,0,11:28:36.611318
25119,23537,251632,242776,4400,0,11:28:36.651212
25123,23533,251632,242773,4410,0,11:28:36.691107
25132,23532,251627,242771,4420,0,11:28:36.731678
25150,23539,251631,242776,4430,0,11:28:36.771231
