Acel_X,Acel_Y,Acel_Z,AngVel_X,AngVel_Y,AngVel_Z,PacketCounter,PacketLoss,Timestamp
-9,566,7625,220,-595,298,3645,10,09:55:49.104112
-62,509,7837,101,-516,297,3655,10,09:55:49.143672
17,584,7676,347,-674,302,3665,10,09:55:49.193658
-1,570,7856,146,-539,298,3675,10,09:55:49.223630
-12,600,7818,222,-603,300,3685,10,09:55:49.263645
-17,570,7842,205,-586,299,3695,10,09:55:49.303623
-5,607,7807,209,-590,297,3705,10,09:55:49.353674
-18,573,7805,217,-583,293,3715,10,09:55:49.393645
-5,572,7791,213,-591,300,3725,10,09:55:49.423622
-12,561,7799,208,-594,297,3735,10,09:55:49.463650
0,562,7785,206,-588,293,3745,10,09:55:49.503307
-24,578,7793,207,-593,294,3755,10,09:55:49.543604
-10,568,7793,206,-591,297,3765,10,09:55:49.584557
-13,567,7799,209,-592,296,3775,10,09:55:49.624100
-10,574,7789,212,-591,302,3785,10,09:55:49.663317
-22,579,7798,208,-591,298,3795,10,09:55:49.703498
-14,572,7790,213,-593,301,3805,10,09:55:49.743406
-24,573,7777,211,-592,299,3815,10,09:55:49.783285
-18,584,7783,208,-595,298,3825,10,09:55:49.823416
-1,558,7792,207,-589,292,3835,10,09:55:49.873595
-12,568,7798,208,-588,297,3845,10,09:55:49.903586
4,572,7792,208,-586,297,3855,10,09:55:49.943580
-5,570,7785,211,-594,298,3865,10,09:55:49.983625
-14,567,7789,205,-589,294,3875,10,09:55:50.023627
-13,570,7781,215,-587,294,3885,10,09:55:50.063524
-17,574,7795,206,-598,298,3895,10,09:55:50.103595
-16,581,7778,216,-590,299,3905,10,09:55:50.143627
-18,565,7799,208,-591,290,3915,10,09:55:50.193602
-9,567,7787,214,-593,303,3925,10,09:55:50.233642
-6,572,7775,216,-591,298,3935,10,09:55:50.263603
-11,574,7792,209,-587,292,3945,10,09:55:50.304015
-29,573,7788,209,-594,297,3955,10,09:55:50.343419
-21,578,7792,210,-594,292,3965,10,09:55:50.383527
-18,570,7794,213,-590,300,3975,10,09:55:50.423599
-10,576,7800,213,-591,292,3985,10,09:55:50.463602
-23,558,7783,212,-589,296,3995,10,09:55:50.513747
-12,583,7789,206,-591,295,4005,10,09:55:50.544658
-9,575,7798,208,-588,294,4015,10,09:55:50.583299
-25,573,7790,217,-588,296,4025,10,09:55:50.623163
-2,582,7787,214,-587,295,4035,10,09:55:50.664055
-13,560,7773,209,-589,300,4045,10,09:55:50.702949
-4,574,7776,211,-590,294,4055,10,09:55:50.743615
-13,571,7778,209,-593,298,4065,10,09:55:50.783687
-17,577,7791,211,-592,292,4075,10,09:55:50.823614
-7,571,7788,210,-586,300,4085,10,09:55:50.873631
-6,572,7790,210,-592,299,4095,10,09:55:50.903835
-12,580,7787,207,-593,298,4105,10,09:55:50.943641
-10,570,7782,211,-592,298,4115,10,09:55:50.983640
-22,575,7789,210,-589,289,4125,10,09:55:51.023646
-25,578,7787,209,-593,298,4135,10,09:55:51.063619
-11,576,7779,211,-594,297,4145,10,09:55:51.103299
-17,567,7791,210,-594,295,4155,10,09:55:51.143644
-15,569,7795,209,-588,298,4165,10,09:55:51.193637
-24,578,7798,212,-590,297,4175,10,09:55:51.223630
-21,566,7786,216,-583,294,4185,10,09:55:51.263610
-25,577,7794,214,-591,302,4195,10,09:55:51.303980
-10,573,7793,217,-590,298,4205,10,09:55:51.353673
-21,562,7768,213,-595,299,4215,10,09:55:51.383506
-8,577,7787,211,-595,300,4225,10,09:55:51.423643
-8,582,7792,218,-591,295,4235,10,09:55:51.463652
-26,581,7797,212,-589,301,4245,10,09:55:51.513638
-18,560,7790,215,-588,298,4255,10,09:55:51.543264
-3,568,7788,215,-584,298,4265,10,09:55:51.583628
-9,569,7797,210,-586,295,4275,10,09:55:51.623608
-19,570,7782,215,-588,298,4285,10,09:55:51.663627
-17,575,7801,214,-593,295,4295,10,09:55:51.713614
-11,577,7787,215,-587,300,4305,10,09:55:51.743640
-18,564,7798,210,-593,299,4315,10,09:55:51.783652
-6,574,7791,208,-588,296,4325,10,09:55:51.823624
-23,589,7787,218,-592,298,4335,10,09:55:51.863600
-13,572,7799,205,-595,297,4345,10,09:55:51.903403
-17,567,7793,206,-588,296,4355,10,09:55:51.943173
-23,583,7789,215,-590,297,4365,10,09:55:52.003014
-18,566,7796,206,-587,290,4375,10,09:55:52.022967
-9,565,7781,213,-595,293,4385,10,09:55:52.063894
-17,573,7776,213,-589,306,4395,10,09:55:52.103595
-26,572,7784,208,-587,299,4405,10,09:55:52.143580
-18,566,7787,212,-587,294,4415,10,09:55:52.193624
-12,569,7783,214,-595,298,4425,10,09:55:52.223618
-11,581,7783,214,-592,298,4435,10,09:55:52.263600
-11,581,7781,212,-592,296,4445,10,09:55:52.303259
-21,567,7787,213,-591,300,4455,10,09:55:52.343395
-11,578,7785,214,-589,297,4465,10,09:55:52.383658
-18,571,7786,207,-592,293,4475,10,09:55:52.422883
-17,573,7787,213,-587,297,4485,10,09:55:52.462950
-18,562,7783,211,-594,294,4495,10,09:55:52.503603
-10,566,7786,210,-593,297,4505,10,09:55:52.543576
-11,571,7790,213,-589,299,4515,10,09:55:52.583710
-23,565,7785,215,-592,298,4525,10,09:55:52.623498
-12,575,7784,209,-589,295,4535,10,09:55:52.663392
-14,563,7786,209,-595,298,4545,10,09:55:52.703611
-21,559,7791,209,-590,297,4555,10,09:55:52.744047
-14,560,7798,212,-587,297,4565,10,09:55:52.783668
-14,583,7787,213,-590,296,4575,10,09:55:52.823580
-22,562,7790,213,-591,293,4585,10,09:55:52.863631
-19,577,7774,209,-591,299,4595,10,09:55:52.903662
-26,574,7777,215,-590,298,4605,10,09:55:52.943315
-15,561,7783,206,-589,298,4615,10,09:55:52.983799
-12,555,7790,213,-592,297,4625,10,09:55:53.023599
-16,568,7782,206,-594,300,4635,10,09:55:53.063600
-27,558,7785,212,-589,299,4645,10,09:55:53.103639
-11,562,7790,204,-589,299,4655,10,09:55:53.143637
-18,578,7795,215,-593,295,4665,10,09:55:53.193629
-27,582,7785,210,-591,298,4675,10,09:55:53.223637
-21,563,7773,212,-594,296,4685,10,09:55:53.263669
-18,576,7796,209,-588,302,4695,10,09:55:53.303436
-16,576,7771,215,-596,299,4705,10,09:55:53.343523
-12,560,7789,207,-591,302,4715,10,09:55:53.384494
-2,564,7792,211,-588,299,4725,10,09:55:53.423673
-17,569,7774,208,-591,297,4735,10,09:55:53.463656
-24,565,7777,201,-598,301,4745,10,09:55:53.513616
-12,562,7778,208,-589,298,4755,10,09:55:53.543390
-24,569,7790,212,-589,299,4765,10,09:55:53.583353
-5,562,7786,209,-589,297,4775,10,09:55:53.623162
-16,575,7799,210,-590,295,4785,10,09:55:53.663513
-21,580,7799,212,-593,292,4795,10,09:55:53.703646
-6,577,7794,210,-593,296,4805,10,09:55:53.743668
-11,577,7793,209,-592,295,4815,10,09:55:53.783858
-7,576,7779,215,-590,299,4825,10,09:55:53.823680
-8,574,7795,211,-589,298,4835,10,09:55:53.863662
-17,567,7787,210,-596,302,4845,10,09:55:53.903634
-25,562,7787,208,-591,296,4855,10,09:55:53.943319
-24,576,7775,211,-584,299,4865,10,09:55:53.983178
-9,580,7788,207,-587,295,4875,10,09:55:54.023121
-17,574,7782,215,-592,297,4885,10,09:55:54.072987
-14,576,7779,212,-591,299,4895,10,09:55:54.103637
-14,564,7789,202,-590,297,4905,10,09:55:54.143189
-14,568,7785,209,-592,297,4915,10,09:55:54.193729
-6,572,7779,212,-590,300,4925,10,09:55:54.223680
-18,571,7790,213,-594,292,4935,10,09:55:54.263848
-12,565,7794,211,-589,298,4945,10,09:55:54.303641
-13,572,7793,218,-591,299,4955,10,09:55:54.343638
-14,577,7781,210,-591,294,4965,10,09:55:54.383511
-20,578,7794,209,-591,295,4975,10,09:55:54.423625
-16,571,7789,210,-589,297,4985,10,09:55:54.463657
-3,576,7786,207,-592,294,4995,10,09:55:54.503619
-5,566,7780,212,-587,300,5005,10,09:55:54.543648
-6,567,7792,215,-589,296,5015,10,09:55:54.583782
-15,570,7794,209,-588,295,5025,10,09:55:54.623652
-3,581,7783,212,-591,301,5035,10,09:55:54.664087
-13,580,7775,212,-596,300,5045,10,09:55:54.703618
-19,575,7781,209,-592,297,5055,10,09:55:54.743656
-8,564,7788,214,-590,297,5065,10,09:55:54.783628
-25,565,7786,214,-593,301,5075,10,09:55:54.823606
-25,581,7789,209,-593,300,5085,10,09:55:54.863535
-11,576,7796,210,-588,297,5095,10,09:55:54.903596
-5,579,7790,210,-592,297,5105,10,09:55:54.943646
-8,571,7792,210,-589,299,5115,10,09:55:54.984224
-25,572,7781,213,-588,300,5125,10,09:55:55.023052
-12,578,7781,212,-593,301,5135,10,09:55:55.063594
-29,564,7780,212,-591,297,5145,10,09:55:55.103632
-3,572,7792,213,-589,297,5155,10,09:55:55.143645
-7,578,7789,209,-589,297,5165,10,09:55:55.193509
-12,572,7780,210,-594,301,5175,10,09:55:55.223402
-9,580,7790,218,-595,295,5185,10,09:55:55.263819
-13,572,7792,212,-588,299,5195,10,09:55:55.303822
-10,573,7784,215,-591,299,5205,10,09:55:55.343840
-7,572,7796,212,-589,293,5215,10,09:55:55.383736
-12,576,7792,213,-592,297,5225,10,09:55:55.423974
-20,574,7789,218,-589,298,5235,10,09:55:55.463594
-14,567,7790,213,-593,298,5245,10,09:55:55.503486
-31,568,7799,211,-590,297,5255,10,09:55:55.543492
-24,566,7797,214,-588,296,5265,10,09:55:55.583388
-23,581,7796,209,-588,297,5275,10,09:55:55.623518
-13,561,7791,211,-586,299,5285,10,09:55:55.663575
-14,555,7793,209,-588,296,5295,10,09:55:55.703909
-10,578,7796,210,-590,295,5305,10,09:55:55.743539
-19,579,7797,212,-592,294,5315,10,09:55:55.793644
-16,574,7798,217,-589,296,5325,10,09:55:55.823593
-14,565,7799,205,-594,297,5335,10,09:55:55.863575
-29,580,7793,215,-587,302,5345,10,09:55:55.903472
-13,572,7785,216,-593,298,5355,10,09:55:55.943476
-22,566,7783,207,-591,298,5365,10,09:55:55.983507
-12,564,7782,206,-595,295,5375,10,09:55:56.023592
-18,557,7774,209,-591,297,5385,10,09:55:56.063609
-16,578,7786,207,-595,295,5395,10,09:55:56.103594
-20,573,7796,210,-594,301,5405,10,09:55:56.143570
-6,576,7807,212,-590,295,5415,10,09:55:56.193616
-23,569,7787,217,-594,302,5425,10,09:55:56.223612
-24,569,7782,207,-594,297,5435,10,09:55:56.263634
-7,573,7783,211,-589,299,5445,10,09:55:56.303355
-12,569,7784,207,-587,300,5455,10,09:55:56.343665
-18,583,7787,214,-592,299,5465,10,09:55:56.383676
-7,569,7787,211,-593,297,5475,10,09:55:56.433546
-15,570,7792,200,-588,297,5485,10,09:55:56.463466
-22,572,7797,211,-590,298,5495,10,09:55:56.503361
-14,576,7791,213,-593,301,5505,10,09:55:56.543254
